that	kad
criticism	kritiką
magic	magija
colonial	kolonijinės
circuit	trasa
circuit	grandinė
compilation	rengimo
harvard	harvardo
islamic	islamo
geography	geografija
arkansas	arkanzaso
fuel	kuras
artillery	artilerijos
medieval	viduramžių
locations	vietose
locations	vietovės
locations	vieta
moment	akimirką
moment	momentas
moment	akimirka
succeeded	pavyko
historian	istorikas
physics	fizikos
physics	fizika
newspapers	laikraščiai
allen	alenas
watch	saugok
watch	prižiūrėti
protect	apsaugoti
grey	pilka
dave	dave
dave	deivas
philip	philip
iraq	irakas
ukraine	ukrainoje
ukraine	ukraina
mix	mix
tamil	tamilų
shift	pamaina
door	durys
door	durų
institution	įstaiga
institution	institucija
princess	princesė
princess	princese
princess	princesės
parks	parkai
hundred	šimtai
requirements	reikalavimai
kim	kim
metres	metrai
metres	metrų
dean	dynas
temperature	temperatūrą
temperature	temperatūra
clubnat	clubnat
remember	prisiminti
miami	miami
promote	skatinti
nationalteam	nationalteam
learn	mokytis
occupied	užimta
occupied	okupuotoje
refused	atsisakė
borough	borough
truth	tiesa
truth	tiesos
clark	klarkas
administrator	administratorius
factory	fabrikas
factory	gamykloje
factory	gamykla
derived	gautą
flow	srauto
flow	srautas
peer	dalyvis
attacked	užpuolė
lincoln	linkolnas
establishment	įsteigimas
selling	parduodama
battles	mūšių
sky	dangaus
sky	dangus
forum	forumas
forum	forum
metro	metro
broke	sulaužė
strike	streikas
injury	traumos
injury	žala
injury	trauma
injury	žalos
injury	sužalojimas
violence	smurto
significantly	gerokai
statements	pareiškimai
controlled	kontroliuojamų
controlled	kontroliuojami
controlled	kontroliuojama
welsh	velso
samuel	samuel
translated	išversti
chapel	koplyčia
thousands	tūkstančiai
offensive	puolimas
kings	karaliai
factor	faktorius
factor	daugiklis
factor	veiksnys
resistance	atsparumo
resistance	atsparumą
resistance	atsparumas
junction	sandūra
tries	stengiasi
tim	timas
engines	varikliai
medium	vidutinės
device	įrenginys
profit	pelnas
profit	pelno
dream	svajonė
dream	svajone
universal	universal
universal	universalus
universal	universaliųjų
skills	įgūdžiai
bought	nusipirko
passenger	keleivis
passenger	keleivinis
cleveland	klivlendo
signal	signalo
signal	signalas
reform	reformos
organisation	organizacija
utah	jutos
managers	valdytojai
managers	vadovai
qualified	kvalifikuota
ukrainian	ukrainos
ukrainian	ukraina
ukrainian	ukrainiečių
gay	gėjai
gay	gėjų
gay	gėjus
amateur	mėgėjų
flora	floros
gene	genų
gene	genas
soul	siela
soul	sielos
discussions	diskusijos
discussions	diskusijas
walker	walker
nice	gražiai
nice	gražus
nice	gražūs
nice	gražu
string	griežtas
occur	pasireikšti
abandoned	apleistas
abandoned	apleista
pair	pora
sample	mėginys
sample	bandinys
sample	mėginio
sample	ėminys
banned	uždraustos
moore	moore
visited	lankėsi
attorney	advokatas
arm	rankos
canal	kanalas
charts	žemėlapiai
thinking	galvoju
dublin	dubline
dublin	dublinas
whatever	nesvarbu
brain	smegenys
brain	smegenų
pittsburgh	pitsburgo
economics	ekonomika
seventh	septintasis
seventh	septintoji
paintings	piešiniai
paintings	paveikslai
navigational	navigacijos
controversy	nesutarimų
bodies	įstaigų
bodies	organai
bodies	kūnai
maps	žemėlapiai
arguments	argumentai
chain	grandinės
chain	grandinė
offices	biurų
offices	biurai
wave	bangos
wave	bangų
wave	banga
invasion	invazija
jimmy	jimmy
jimmy	džimis
colspan	colspan
orthodox	ortodoksų
cycle	ciklas
doubt	abejonės
golf	golfo
closely	įdėmiai
huge	didžiuliai
huge	milžiniškas
huge	didžiulė
huge	dideles
huge	didžiulis
indonesia	indonezijoje
indonesia	indonezijos
indonesia	indonezija
aren	aren
mon	mon
diocese	diecezija
tank	sugebėti
tank	tankai
tank	bakas
advice	patarimų
advice	patarimai
senator	fantastika
senator	senatorius
lawyer	advokato
lawyer	teisininkas
lawyer	advokatas
seattle	sietlo
saints	šventieji
runner	bėgikė
crisis	krizė
crisis	krizės
hollywood	holivudo
medals	medaliai
archives	archyvas
archives	archyvai
looked	atrodė
bear	matas
perfect	tobulos
perfect	tobulas
perfect	tobula
restored	atkurtas
restored	atkuriama
restored	atkurta
baltimore	baltimorės
fantasy	fantazija
chair	kėdė
chair	kėdės
scenes	scenų
broad	platus
broad	plati
streets	gatvės
streets	gatvėse
anna	ana
anna	anna
billy	bilis
kelly	kelly
shooting	šaudymo
jordan	jordan
jordan	jordanija
jordan	jordanijos
dictionary	žodynas
composition	sudėtis
salt	druskos
salt	druska
successfully	sėkmingai
benefit	naudos
interests	interesus
closing	uždarymo
advertising	reklama
advertising	reklamos
contribution	įnašas
contribution	indėlis
scientists	mokslininkai
dam	dam
blocks	blokus
blocks	blokai
blocks	blokų
youthclubs	youthclubs
print	spausdinti
anniversary	jubiliejus
discovery	atradimas
expedition	ekspedicija
hampshire	hampshire
creative	kūrybos
facts	faktai
frame	kraštas
finance	finansų
finance	finansai
socialist	socialistų
camera	kamera
underground	požeminis
underground	pavasarį
beautiful	graži
beautiful	gražu
jane	džeine
successor	įpėdinis
classification	klasifikavimas
classification	klasifikacija
mining	kasyba
mining	kasybos
cabinet	kabineto
evening	vakaras
evening	vakaro
evening	vakare
singing	dainuoja
fifa	fifa
gender	lytis
lakes	ežerai
lakes	ežerų
electoral	rinkimų
christopher	christopher
priest	kunigas
investment	investicijos
investment	investicija
capture	surinkimo
aspects	aspektai
aspects	aspektus
trophy	trofėjus
abuse	piktnaudžiavimas
abuse	netinkamo
prefecture	prefektūra
faced	susiduria
snow	sniegas
snow	sniego
shop	parduotuvėje
shop	parduotuvė
shop	apsipirkti
dakota	dakotos
bush	bušas
coal	anglys
coal	anglis
gary	gari
invited	pakviesti
invited	pakvietė
invited	pakviesta
invited	pakviestas
cable	kabeliai
cable	kabelių
protein	baltymų
protein	baltymas
protein	baltymai
accident	avarija
accident	avarijos
watched	stebėjo
animated	animacinis
combination	derinys
courts	teismai
courts	teismus
sequence	seka
hook	kablys
clean	švarus
clean	švari
owners	savininkai
twin	dvynys
defensive	gynybą
islam	islamas
ottoman	osmanų
trained	apmokyti
routes	maršrutai
routes	maršrutų
ministers	ministrai
ministers	ministrų
biggest	didžiausias
collected	surinkti
saturday	šeštadienį
saturday	šeštadienis
drop	atleisti
swimming	plaukimo
swimming	plaukia
fit	tinka
harris	haris
harris	harris
dallas	dalasas
bachelor	bakalauro
briefly	trumpai
extreme	ekstremalus
courses	kursai
courses	kursams
courses	kursuose
courses	kursus
homes	namai
homes	namus
updated	atnaujintas
marketing	rinkodara
marketing	prekybos
jason	džeisonas
appeal	skundas
plane	lėktuvas
plane	plokštumos
quick	greitas
quick	greita
quick	greitai
victor	viktoras
dyk	dyk
ages	amžiaus
wings	sparnai
wings	sparnus
acid	rūgštis
rfc	rfc
hip	hip
hip	klubas
hip	klubo
admins	administratoriai
ceremony	ceremonijoje
ceremony	ceremonijos
ceremony	ceremonija
composers	kompozitorių
nazi	nacių
designer	dizaineris
learned	išmoko
instruments	instrumentai
movies	filmai
movies	filmus
pool	baseino
tue	tr
norman	normanai
norman	mielės
collections	kolekcijos
corporate	bendrovės
austin	ostino
driving	vykdymo
phone	telefono
phone	telefonas
fly	skristi
ian	ian
window	langas
window	lango
document	dokumentas
adams	adams
kennedy	kenedi
leg	kojos
videos	vaizdai
videos	videos
dry	sausa
dry	sausas
dry	sausos
bible	biblija
bible	biblijos
serbian	serbų
random	atsitiktinai
random	atsitiktinė
drivers	vairuotojai
drivers	vairuotojų
airlines	airlines
franklin	franklinas
viewers	žiūrovų
venue	vieta
vocal	vokalinių
element	elementas
roof	stogas
roof	stogo
colour	spalvos
colour	spalvų
colour	spalva
morgan	morgan
facebook	facebook
nelson	nelson
survived	išgyveno
insurance	atsargumas
insurance	draudimas
insurance	draudimo
expert	ekspertas
steam	garo
steam	garai
cards	korteles
cards	kortos
manufacturing	gamyba
testing	bandymai
yorkshire	jorkšyro
rescue	gelbėjimo
rescue	gelbėjimas
thailand	tailandas
journey	kelione
journey	kelionė
storage	sandėliavimas
storage	saugojimas
costs	išlaidos
singh	singh
soldier	kareivis
soldier	karys
colony	kolonija
evolution	evoliucija
taiwan	taivano
hurricane	uraganas
gardens	sodai
poems	eilėraščiai
responsibility	atsakomybė
sentences	sakiniai
birmingham	birmingham
engineers	inžinieriai
installed	įdiegti
installed	įdiegtas
installed	įdiegta
revolutionary	revoliucinė
trip	kelione
trip	kelionė
stores	parduotuvės
stores	parduotuvėse
rice	ryžiai
rice	ryžių
prove	įrodyti
skin	oda
skin	odos
volleyball	tinklinis
hundreds	šimtai
injured	sužeista
devices	įrenginiai
devices	prietaisai
phrase	frazė
thompson	tompsonas
suicide	savižudybės
suicide	savižudybė
advantage	pranašumą
advantage	pranašumas
disc	diskai
disc	diskas
disc	disko
goods	prekės
charges	mokesčiai
alfred	alfredas
finishing	apdaila
finishing	apdailos
producers	gamintojai
ann	ann
campbell	campbell
victims	aukas
victims	aukos
victims	aukų
explanation	paaiškinimas
threat	grėsmė
threat	grėsmės
poets	poetai
disney	disney
wright	wright
residential	gyvenamųjų
excellent	puikiai
excellent	puiki
excellent	puikų
excellent	puikaus
excellent	puikus
threatened	grasino
friendly	draugiška
friendly	draugiškai
friendly	draugiškas
friendly	draugišką
friendly	draugiški
temporary	laikinai
masters	kapitonai
peninsula	pusiasalio
networks	tinklai
networks	tinklų
artistic	meno
safe	saugi
festivals	festivalius
compete	konkuruoti
hunter	medžiotojas
alaska	aliaska
monitoring	stebėjimas
monitoring	stebėsena
monitoring	stebėsenos
evil	blogis
evil	blogio
fri	penktadienis
fri	fri
encyclopedic	enciklopedinis
suspected	įtariama
filled	užpildyta
nba	nba
brooklyn	bruklino
historians	istorikai
moth	meškutė
wounded	sužeistas
racial	rasinės
gate	vartų
gate	vartai
springs	spyruoklės
roy	rojus
photography	photography
photography	fotografijos
photography	fotografija
helping	padeda
roll	roll
contrast	svyravimų
spouse	sutuoktinis
infrastructure	infrastruktūra
infrastructure	infrastruktūrą
infrastructure	infrastruktūros
painters	dažytojų
properly	tinkamai
frequency	dažnumas
frequency	dažnis
waters	vandenyse
waters	vandenis
waters	vandenys
ridge	ridge
bridges	tiltai
monument	paminklas
mental	psichikos
carter	karteris
karl	karlas
karl	karl
rowspan	rowspan
mac	mac
orleans	orleano
parallel	lygiagrečiai
giant	giant
murray	murray
afghanistan	afganistanas
assessment	vertinimas
assessment	įvertinimas
counter	kasas
purchase	pirkimas
purchase	pirkti
purchase	pirkimo
uefa	uefa
improvement	gerinimo
improvement	pagerėjimas
closure	uždarymo
closure	uždarymas
wheel	ratas
wheel	rato
ambassador	ambasadorius
desert	dykumos
desert	dykuma
uncle	dėdė
uncle	dėde
severe	sunkus
rain	lietus
admiral	admirolas
fishing	žvejyba
fishing	žvejybos
existed	egzistavo
broadway	brodvėjaus
grow	auga
grow	augti
tests	testai
tests	bandymai
tech	tech
trouble	bėda
trouble	bėdos
trouble	problemų
rico	riko
prepared	paruošti
fear	baimė
fear	baime
fear	baimės
participation	dalyvavimas
massive	masiškai
massive	didžiulis
designs	dizaino
whereas	kadangi
technique	technika
egyptian	egiptas
egyptian	egipto
clerk	tarnautojas
knew	žinojo
narrow	siauros
narrow	siauras
narrow	siaura
rapid	greitas
dating	pažintys
bomb	bombos
bomb	bomba
stages	etapai
dragon	dragon
mlb	mlb
proof	įrodymas
mouth	burna
mouth	burnos
symbol	simbolis
symbol	pulkininkas
unfortunately	deja
jerusalem	jeruzalės
virgin	mergelių
thousand	tūkst
vancouver	vankuverio
legislation	įstatymai
beauty	gražuolė
beauty	grožis
serbia	serbija
christianity	krikščionybė
opinions	nuomonės
cavalry	kavalerija
tribe	genčiai
chess	šachmatų
channels	kanalais
channels	kanalai
baker	baker
involvement	dalyvavimas
anime	anime
donald	donaldas
sisters	sesės
sisters	seserys
yourself	save
impossible	neįmanoma
cook	gaminti
wikimedia	wikimedia
jonathan	džonatanas
shore	kranto
shore	krantas
regulations	reglamentai
enforcement	vykdymas
abbey	abi
operates	veikia
personality	asmenybė
personality	asmenybės
buffalo	buivolo
flowers	gėlės
bond	obligacijų
jay	jay
adventure	nuotykiai
adventure	nuotykis
adventure	nuotykių
guinea	gvinėja
horror	siaubo
horror	siaubas
rangers	eiguliai
apple	apple
popularity	populiarumas
occasionally	kartais
occasionally	retkarčiais
coalition	koalicijos
coalition	koalicija
franchise	franšizės
critic	kritikas
journals	žurnalai
percentage	procentas
silent	tyli
laboratory	laboratorijos
laboratory	laboratorinis
laboratory	laboratorijoje
laboratory	laboratorija
movements	judesiai
movements	judėjimo
charter	chartija
charter	chartiją
missions	komandiruotės
missions	misijų
missions	misijos
hlist	hlist
experimental	eksperimentinių
rooms	kambariai
reputation	reputaciją
reputation	ry
reputation	reputacija
accurate	tikslios
accurate	tikslūs
websites	svetainių
interpretation	išaiškinimas
interpretation	aiškinimo
interpretation	aiškinimas
endemic	endeminių
chemistry	chemija
knows	žino
manga	manga
forests	miškais
forests	miškai
promotional	skatinimo
meters	metrų
jerry	džeris
tigers	tigrai
remix	remix
phil	filai
gang	gaujos
gang	gauja
oak	ąžuolo
oak	ąžuolų
quote	citatą
quote	citata
separated	atskirtas
separated	atskirta
bishops	vyskupų
glasgow	glasgow
input	įvesties
battery	baterija
battery	akumuliatorius
battery	baterijos
shopping	apsipirkti
patrol	patruliavimo
eagle	erelis
angel	angelas
restoration	atkūrimas
restoration	atstatymas
restoration	atkūrimo
delhi	delis
hans	hans
morris	morris
youthyears	youthyears
railways	geležinkeliai
mills	gamyklų
helpful	naudinga
components	komponentai
tourism	turizmo
tourism	turizmas
strategic	strateginiai
duties	pareigas
ken	kenas
managerclubs	managerclubs
amendment	pakeitimas
alleged	tariamai
habitat	buveinių
habitat	buveinė
spoken	kalbėjo
shell	shell
shell	apvalkalas
entries	įrašai
conflicts	konfliktų
seriously	rimtai
bristol	bristolio
warring	kariaujančių
basin	baseinas
pradesh	pradešas
charity	labdara
charity	labdaros
output	išėjimo
dna	dnr
carbon	anglis
carbon	anglies
architectural	architektūros
commentary	komentaras
rising	energijai
visitors	lankytojai
visitors	lankytojų
plate	plokštė
plate	plokštės
giants	milžinai
landscape	kraštovaizdžio
landscape	kraštovaizdis
dick	dikas
hunt	medžioti
psychology	psichologija
ride	ri
guardian	globėjas
closer	arčiau
closer	išsamiai
losses	nuostoliai
balance	balansas
democracy	demokratija
democracy	demokratijos
submarine	povandeninis
nicholas	nikolai
instrumental	instrumentinis
hindu	indu
defender	gynėjas
arrival	atvykimas
evans	evans
turning	sukasi
cargo	krovinys
volunteer	savanorišką
holder	turėtojas
sugar	cukrus
sugar	cukraus
daughters	dukros
wildlife	laukinių
fun	smagu
fun	smagiai
fun	linksma
fun	linksmai
integrated	integruotos
integrated	integruota
grace	grace
feed	pašarų
feed	pašaras
feed	pašarai
childhood	vaikystės
milan	milanas
milan	milano
photographs	nuotraukos
photographs	fotografijos
photographs	nuotraukų
honour	garbės
honour	garbė
soil	dirvožemio
soil	dirvožemį
soil	dirvožemis
manual	rankinis
ghost	vaiduoklis
tunnel	tunelis
tunnel	tunelio
tunnel	tunelį
styles	parengtus
elevation	aukštis
muhammad	muhammad
stood	stovėjo
inter	inter
sweet	sweet
sweet	saldus
sweet	miela
waste	atliekos
constitutional	konstitucinių
sporting	sporto
fruit	vaisiai
longest	ilgiausia
longest	ilgiausiu
midfielder	saugas
crystal	kristalų
monastery	vienuolyno
monastery	vienuolynas
resident	rezidentas
cincinnati	sinsinačio
steps	žingsniai
carrier	vežėjas
stream	stream
alice	alisa
strange	keistas
strange	keista
bernard	bernard
pain	skausmas
influential	įtakinga
punk	punk
wooden	medinė
wooden	mediniai
interaction	sąveika
nationalyears	nationalyears
mechanical	mechaninis
mechanical	mechaninė
drugs	narkotikai
expect	tikėtis
trinity	trinity
minority	mažuma
businessman	verslininkas
grown	auginamos
coat	paltą
alive	gyva
alive	gyvi
alive	gyvas
nhl	nhl
keith	keith
periods	laikotarpius
periods	laikotarpiai
spiritual	dvasinis
lions	liūtai
archbishop	arkivyskupas
editorial	redakcinė
charlotte	šarlotė
pure	grynas
pure	aiški
marks	ženklai
armenian	armėnų
romantic	romantiška
talent	talentas
animation	animacija
agents	agentai
employment	užimtumas
employment	įdarbinimas
statue	statula
wonder	įdomu
provinces	provincijos
friday	penktadienis
friday	penktadienį
scientist	mokslininkas
schedule	globos
waiting	laukiu
waiting	laukia
waiting	laukimas
familiar	pažįstamas
familiar	matytas
suspect	įtariamieji
suspect	įtariamasis
locomotives	lokomotyvai
barcelona	barselonoje
desire	troškimas
desire	noras
patient	pacientas
bulgaria	bulgarija
outer	išorinis
hear	išgirsti
texts	tekstai
belief	tikėjimo
belief	tikėjimas
belief	įsitikinimas
visitor	lankytojų
continental	continental
hole	skylė
wedding	vestuvės
wedding	vestuves
archaeological	archeologijos
designation	paskyrimas
clan	klano
revenue	pajamos
couples	porų
suit	kostiumas
