que	dass
mesa	tisch
revisão	rezension
revisão	überprüfung
inimigo	feind
citação	zitat
conceição	conceição
simon	simon
cristãos	christen
aves	vögel
fábrica	fabrik
visita	besuch
stone	stone
assistente	assistent
existir	existieren
sur	sur
flamengo	flämischen
silveira	silveira
boy	boy
villa	villa
green	green
chinês	chinesisch
proprietário	eigentümer
trabalha	arbeitet
cunha	cunha
razões	gründe
aviso	warnung
doenças	krankheiten
ribeira	ribeira
ray	ray
participações	beteiligungen
bloqueado	gesperrt
remix	remix
visual	visuelle
conferência	konferenz
oferece	bietet
autoridades	behörden
seguido	gefolgt
útil	nützlich
coluna	spalte
teixeira	teixeira
aliados	verbündete
exatamente	genau
vii	vii
dificuldades	schwierigkeiten
comunista	kommunistischen
reação	reaktion
fatos	tatsachen
regular	regulär
regular	regelmäßige
tempestade	sturm
pedidos	anträge
interna	interne
estrangeiros	ausländer
oportunidade	gelegenheit
folha	blatt
bernardo	bernhard
situa	stationiert
teresa	teresa
terminal	terminal
medo	angst
latino	latino
alice	alice
classificado	eingestuft
hollywood	hollywood
uruguai	uruguay
anime	anime
veículo	fahrzeug
desejo	wunsch
onda	welle
inaugurado	eingeweiht
derrotado	besiegt
professores	lehrer
seguiu	folgte
who	who
documentário	dokumentarfilm
garcia	garcia
animação	animation
guia	leitfaden
caça	jagd
arcebispo	erzbischof
violência	gewalt
dan	dan
órgãos	organe
venezuela	venezuela
curto	kurz
corinthians	korinther
estudar	studieren
moradores	bewohner
loja	laden
formando	bilden
diferenças	unterschiede
eurovisão	eurovision
nele	ihm
ave	vogel
responsabilidade	verantwortung
responsabilidade	haftung
avião	flugzeug
sinais	zeichen
conhece	kennst
licença	lizenz
mix	mix
cardoso	cardoso
beleza	schönheit
pictures	pictures
pés	füße
interesses	interessen
air	air
pacífico	pazifik
relacionamento	beziehung
part	part
alan	alan
festas	partys
rtp	rtp
barbosa	barbosa
media	media
lojas	geschäfte
albert	albert
tio	onkel
atualizado	aktualisiert
belém	bethlehem
foto	foto
tocar	berühren
coelho	kaninchen
proteger	schützen
errado	falsch
cardeal	kardinal
braço	arm
bloco	block
beira	beira
junta	junta
religioso	religiösen
way	way
notáveis	bemerkenswerte
viena	wien
first	first
ópera	oper
marie	marie
bragança	bragança
amazonas	amazonas
situações	situationen
voleibol	volleyball
legislação	gesetzgebung
exceção	ausnahme
direto	direkt
darwin	darwin
end	end
round	round
mateus	matthäus
bela	schöne
consumo	verbrauch
listas	listen
tim	tim
motores	motoren
portas	türen
canais	kanäle
campinas	campinas
tiago	tiago
camisa	hemd
iniciativa	initiative
normas	normen
north	north
últimas	neueste
patrimônio	heritage
redução	verringerung
helena	helena
cônjuge	ehepartner
cônjuge	ehegatten
cavalo	pferd
tiro	schuss
guimarães	guimarães
chamou	benannte
chamou	nannte
pior	schlimmer
largo	largo
registros	aufzeichnungen
goleiro	torwart
prima	drücken
trinta	dreißig
baía	bucht
last	last
hans	hans
rita	rita
jim	jim
death	death
maranhão	maranhão
marquês	marquis
publicações	veröffentlichungen
ranking	ranking
índios	indianer
catálogo	katalog
civis	zivilisten
proponente	bieter
playstation	playstation
barros	barros
tribo	stamm
alimentos	lebensmittel
escravos	sklaven
castela	kastilien
candidatos	kandidaten
milhão	million
concerto	konzert
vento	wind
skin	skin
resolver	lösen
viria	käme
turquia	türkei
ferramenta	werkzeug
momentos	momente
menino	junge
promovido	gefördert
lewis	lewis
traz	bringt
fatores	faktoren
permanente	ständigen
instalação	installation
karl	karl
socialista	sozialistischen
carl	carl
retirada	rücknahme
interessante	interessant
mor	mor
davis	davis
lagoa	lagune
galáxias	galaxien
secção	abschnitt
catalogue	catalogue
moths	moths
representou	vertreten
representou	vertrat
enciclopédico	enzyklopädische
marques	marques
brasão	wappen
rugby	rugby
ajudou	half
jan	jan
amarelo	gelb
metro	metro
guiné	guinea
mister	mister
aux	aux
descendentes	nachkommen
salvar	speichern
árbitro	schiedsrichter
duarte	duarte
nuno	nuno
adam	adam
opções	optionen
gustavo	gustavo
funcionários	beamten
pib	bip
trouxe	brachte
documento	dokument
comitê	komitee
bacia	becken
produziu	produzierte
paraguai	paraguay
ausência	abwesenheit
destruição	zerstörung
destruição	vernichtung
douglas	douglas
ativo	aktiv
country	country
abreu	abreu
descrito	beschrieben
cria	schafft
salto	sprung
tela	bildschirm
raça	rasse
bilhões	milliarden
habilidades	fähigkeiten
contar	erzählen
cambridge	cambridge
carne	fleisch
lord	lord
medieval	mittelalterlichen
perdido	verloren
servir	dienen
lutar	kämpfen
indígenas	indigenen
palmeiras	palmen
potência	leistung
imigrantes	einwanderer
espada	schwert
funciona	funktioniert
opera	opera
vertical	vertikale
árvores	bäume
sonho	traum
tido	gehabt
assinatura	unterschrift
assinatura	unterzeichnung
organizado	organisiert
partidos	parteien
alternativa	alternative
xavier	xavier
habitats	lebensräume
treinamento	training
wwe	wwe
mitologia	mythologie
renato	renato
kevin	kevin
elite	elite
jong	jong
emprego	beschäftigung
mostrou	zeigte
vendido	verkauft
divisões	abteilungen
recepção	empfang
open	open
aviões	flugzeuge
zelândia	seeland
largura	breite
bruce	bruce
componentes	komponenten
cemitério	friedhof
gonçalo	gonçalo
centenas	hunderte
monteiro	monteiro
petróleo	erdöl
permitir	zulassen
paixão	leidenschaft
humanidade	menschheit
lady	lady
aeronaves	luftfahrzeuge
assumir	übernehmen
orçamento	haushalt
específico	spezifischen
concentração	konzentration
campus	campus
pinheiro	pinheiro
caiu	fiel
mente	verstand
botafogo	botafogo
artilharia	artillerie
boston	boston
permitiu	erlaubte
permitiu	ermöglichte
abrir	öffnen
intervenção	intervention
heart	heart
missouri	missouri
incluir	einschließen
famosos	berühmte
mecânica	mechanik
mecânica	mechanische
arquiteto	architekt
kelly	kelly
esforço	aufwand
esforço	anstrengungen
indivíduo	individuum
passos	schritte
produtores	erzeuger
influências	einflüsse
vizinhos	nachbarn
atenas	athen
integração	integration
vargas	vargas
transportes	verkehr
cresceu	aufgewachsen
confederação	konföderation
gil	gil
down	down
colonial	kolonialen
telefone	telefon
paredes	wände
conservação	erhaltung
ameaça	bedrohung
bíblia	bibel
pergunta	frage
tese	these
declaração	erklärung
primo	cousin
holanda	niederlande
lenda	legende
ideal	ideal
chamadas	anrufe
aventura	abenteuer
pedras	steine
araújo	araújo
plant	plant
desenhos	zeichnungen
sucessão	nachfolge
download	download
download	herunterladen
aparência	aussehen
apresentações	präsentationen
garden	garden
observação	anmerkung
observação	beobachtung
observação	bemerkung
excelente	ausgezeichnet
descobrir	entdecken
chão	boden
deuses	götter
lagos	lagos
grão	korn
valign	valign
inúmeras	unzählige
johnny	johnny
nick	nick
definido	definiert
confiança	vertrauen
habilidade	geschicklichkeit
árabes	araber
bot	bot
tratar	behandeln
ginástica	gymnastik
sugestões	anregungen
his	seins
blog	blog
açúcar	zucker
angra	angra
laboratório	labor
enviou	schickte
drogas	drogen
fases	phasen
jerusalém	jerusalem
moda	mode
doutrina	doktrin
samuel	samuel
eixo	achse
inteligência	intelligenz
carregado	geladen
ford	ford
claramente	eindeutig
good	good
olho	auge
jacques	jacques
blues	blues
dificuldade	schwierigkeit
costas	rücken
opiniões	meinungen
instalações	anlagen
objetivos	ziele
ligado	verbunden
alfredo	alfredo
parcial	teilweise
aplicações	anwendungen
descreve	beschreibt
descobriu	entdeckte
stephen	stephen
marcas	marken
cuba	kuba
tarefa	aufgabe
círculo	kreis
alcance	reichweite
consciência	bewusstsein
preço	preis
viii	viii
caminhos	pfade
dedicado	gewidmet
universidades	universitäten
tavares	tavares
andrew	andrew
empate	unentschieden
font	font
facebook	facebook
areia	sand
períodos	zeiträume
jason	jason
inaugurada	eingeweiht
teclado	tastatur
cavalaria	kavallerie
aceita	akzeptiert
extinção	aussterben
patrick	patrick
dead	dead
vídeos	videos
convenção	übereinkommen
regimento	geschäftsordnung
editorial	redaktionelle
xiii	xiii
culto	kult
democracia	demokratie
billy	billy
moral	moral
microrregião	mikroregion
flórida	florida
get	get
calor	wärme
provável	wahrscheinliche
atletismo	leichtathletik
irmãs	schwestern
constantinopla	konstantinopel
pede	bittet
nunes	nunes
polónia	polen
discutir	diskutieren
liberal	liberal
lourenço	lourenço
mérito	verdienst
interno	internen
práticas	praktiken
depressão	depression
caetano	caetano
moreira	moreira
compra	kauf
leve	leicht
conceitos	konzepte
dark	dark
nintendo	nintendo
artilheiro	torschützen
raimundo	raimund
representar	repräsentieren
rota	route
elizabeth	elizabeth
certos	bestimmte
microsoft	microsoft
sun	sun
cristianismo	christentum
desambiguação	begriffsklärung
uefa	uefa
ruy	ruy
their	their
revelou	offenbarte
revelou	ergab
foco	brennpunkt
molecular	molekulare
dimensões	abmessungen
warner	warner
year	year
estudante	student
amizade	freundschaft
amiga	freundin
giovanni	giovanni
vantagem	vorteil
peixes	fische
cláudio	claudius
goethe	goethe
médicos	ärzte
sanderson	sanderson
plants	plants
transição	übergang
muda	ändert
terror	terror
cri	cri
durou	dauerte
baterista	schlagzeuger
jimmy	jimmy
bad	bad
net	net
clark	clark
conquistar	erobern
experiências	erfahrungen
moeda	währung
visconde	viscount
rose	rose
paranaense	paranaense
atitude	haltung
feliz	glücklich
síria	syrien
primavera	frühling
popularidade	beliebtheit
popularidade	popularität
dave	dave
xii	xii
porte	porte
ribeirão	ribeirão
azevedo	azevedo
dúvidas	zweifel
spam	spam
calendário	zeitplan
decisões	entscheidungen
aulas	unterricht
charlie	charlie
marvel	marvel
definir	definieren
garantir	garantieren
equador	ecuador
resultou	führte
chance	chance
subsp	subsp
terrestre	terrestrischen
contemporânea	zeitgenössische
page	page
miller	miller
libertadores	befreier
teorias	theorien
sessão	sitzung
toronto	toronto
assis	assisi
manoel	manoel
columbia	columbia
heróis	helden
onze	elf
estratégia	strategie
aceitar	akzeptieren
britânicos	briten
campanhas	kampagnen
kong	kong
idéia	idee
eletrônica	elektronik
light	light
morrer	sterben
grêmio	grêmio
viagens	reisen
computação	computing
integrante	integraler
magalhães	magellan
subtropicais	subtropischen
virtual	virtuelle
máquinas	maschinen
agentes	bediensteten
pilotos	piloten
geórgia	georgien
verificar	überprüfen
quente	heiß
danos	schaden
sony	sony
michel	michel
junior	junior
ibge	ibge
matt	matt
freitas	freitas
superman	superman
procurar	suchen
torcida	verdreht
professora	lehrerin
comparação	vergleich
correto	korrekt
correto	richtig
cujos	deren
tupi	tupi
bordo	bord
colegas	kollegen
maurício	moritz
escudo	schild
revelado	aufgedeckt
bbc	bbc
teologia	theologie
trazer	mitbringen
howard	howard
explicar	erklären
cumprir	erfüllen
lutas	kämpfe
certas	bestimmte
macau	macau
endémica	endemisch
iluminação	beleuchtung
sobrinho	neffe
câncer	krebs
foz	foz
abc	abc
declinação	deklination
teriam	hättet
teriam	hätten
relacionado	verwandt
sueco	schwedisch
ryan	ryan
jaime	jaime
correspondente	entsprechenden
more	more
separação	trennung
cristina	cristina
sofia	sofia
moura	moura
indiana	indiana
ips	ips
adultos	erwachsene
jane	jane
glória	ruhm
estilos	stile
cerimônia	zeremonie
gigante	riese
vírus	viren
ganha	gewinnt
chuva	regen
raízes	wurzeln
allen	allen
ditadura	diktatur
fábio	fábio
restante	rest
soul	soul
estradas	straßen
transformação	verarbeitung
infelizmente	leider
atmosfera	atmosphäre
play	play
africano	afrikanische
médica	ärztin
tendência	trend
tendência	tendenz
óleo	öl
matemático	mathematiker
nomeação	ernennung
fred	fred
especialista	experte
mac	mac
fachada	fassade
talk	talk
other	other
filósofo	philosoph
wikimedia	wikimedia
aeronave	luftfahrzeug
confronto	konfrontation
jeff	jeff
sal	salz
xiv	xiv
fonseca	fonseca
piauí	piauí
idh	hdi
psicologia	psychologie
graus	grad
moçambique	mosambik
polo	polo
autonomia	autonomie
bulgária	bulgarien
laura	laura
operacional	operationellen
tóquio	tokio
definitivamente	definitiv
cerco	belagerung
ondas	wellen
percussão	percussion
francis	francis
permanece	bleibt
iraque	irak
legenda	untertitel
fenômeno	phänomen
estatística	statistische
estatística	statistik
finlândia	finnland
desconhecido	unbekannt
supremo	obersten
humor	humor
interface	schnittstelle
produções	produktionen
extinto	ausgestorben
sabia	wusste
poema	gedicht
determinar	bestimmen
great	great
necessidades	bedürfnisse
substituir	ersetzen
filhas	töchter
espera	warte
sons	klänge
destruir	zerstören
tentativas	versuche
tarefas	aufgaben
ensaio	prüfung
receita	rezept
objectos	objekte
parar	anhalten
quinze	fünfzehn
lixo	müll
cônsul	konsul
tabelas	tabellen
gregos	griechen
pires	pires
escolher	wählen
datas	termine
youtube	youtube
videoclipe	musikvideo
dna	dna
causou	verursachte
value	value
exerceu	ausgeübt
australian	australian
casar	heiraten
contava	zählte
dor	schmerz
dor	schmerzen
colega	kollegin
duplo	doppelten
hino	hymne
diogo	diogo
convite	einladung
frio	kalt
adicional	zusätzliche
leonard	leonard
italianos	italiener
mover	verschieben
may	may
impossível	unmöglich
clientes	kunden
aranha	spinne
anel	ring
hop	hop
instrumental	instrumental
con	con
rádios	radios
have	have
contando	zählen
viana	viana
formal	förmlichen
cedo	früh
marte	mars
convidados	gäste
iniciais	initialen
gosta	gefällt
batalhas	schlachten
cobre	kupfer
lúcio	lucius
ida	ida
commons	commons
equilíbrio	gleichgewicht
espiritual	spirituelle
camada	schicht
defensor	verteidiger
católicos	katholiken
morre	stirbt
morre	stirb
limpeza	reinigung
hip	hip
testamento	testament
avô	großvater
partículas	partikel
tribos	stämme
hipótese	hypothese
traduzido	übersetzt
democrata	demokrat
indústrias	industrien
fator	faktor
transformar	transformieren
illinois	illinois
mariana	mariana
gordon	gordon
santuário	schrein
cantar	singen
hard	hard
planejamento	planung
gray	gray
restauração	wiederherstellung
fugir	fliehen
impressão	eindruck
bloqueios	blockaden
confusão	verwirrung
now	now
dimensão	dimension
tensão	spannung
causas	ursachen
mhz	mhz
cordas	seile
when	when
assinado	unterzeichnet
receberam	erhielten
desafio	herausforderung
free	free
aço	stahl
alchemilla	alchemilla
leon	leon
vencedores	gewinner
concertos	konzerte
pontuação	score
pesca	angeln
cópia	kopie
produtora	produzentin
wild	wild
memórias	erinnerungen
precedente	präzedenzfall
pdf	pdf
joana	johanna
adversário	gegner
margarida	marguerite
estátua	statue
fire	fire
rolling	rolling
ernesto	ernesto
placa	platte
christopher	christopher
jornalismo	journalismus
recuperação	erholung
editado	bearbeitet
moore	moore
lake	lake
atuando	acting
gabinete	kabinett
estranho	seltsam
votações	abstimmungen
html	html
endereço	adresse
defendeu	verteidigte
milão	mailand
sintomas	symptome
álvaro	álvaro
let	let
perspectiva	perspektive
maddox	maddox
dama	dame
trio	trio
marcha	marsch
inspirado	inspiriert
composições	kompositionen
boys	boys
exercício	übung
exercício	ausübung
navegação	navigation
culturas	kulturen
citar	zitieren
manual	handbuch
clã	clan
var	var
progresso	fortschritt
dragão	drache
parede	wand
toneladas	tonnen
assume	übernimmt
combustível	kraftstoff
sic	sic
espero	hoffe
mecanismo	mechanismus
hitler	hitler
congo	kongo
norma	norm
europe	europe
profundidade	tiefe
substituição	ersatz
nobreza	adel
cão	hund
cadeira	stuhl
interpretar	interpretieren
over	over
ivan	ivan
françois	françois
old	old
explica	erklärt
restos	überreste
governos	regierungen
lesão	verletzung
combinação	kombination
dei	dei
vegetação	vegetation
hong	hong
monarquia	monarchie
batalhão	bataillon
vozes	stimmen
perseguição	verfolgung
veneza	venedig
asas	flügel
tradições	traditionen
comunicações	kommunikation
almirante	admiral
escritora	schriftstellerin
limitada	limitiert
caio	gaius
zagueiro	abwehrspieler
equação	gleichung
identificação	identifizierung
alfred	alfred
bolívia	bolivien
mello	mello
memorial	memorial
varia	variiert
vasconcelos	vasconcelos
enviar	senden
queen	queen
vinho	wein
carbono	kohlenstoff
virgem	jungfrau
borges	borges
aragão	aragon
away	away
mudo	stumm
sarah	sarah
olimpíadas	olympiade
napoleão	napoleon
bomba	bombe
dezenas	dutzende
dream	dream
just	just
companhias	firmen
escritório	büro
mini	mini
magia	magie
válido	gültig
postal	postkarte
quebra	bricht
treze	dreizehn
nicolau	nikolaus
place	place
administrativo	administrativen
segredo	geheimnis
della	della
decidir	entscheiden
fuga	flucht
vir	vir
finalidade	zweck
rick	rick
side	side
miami	miami
representado	vertreten
dragon	dragon
florianópolis	florianópolis
east	east
temperaturas	temperaturen
moon	moon
exposições	ausstellungen
deserto	wüste
bônus	bonus
construiu	baute
tênis	tennis
soma	summe
