que	that
buenos	buenos
patró	pattern
físic	physicist
físic	physical
vic	vic
tom	tom
jones	jones
perdut	lost
saló	lounge
saló	salon
naturalesa	nature
organitzacions	organizations
jacques	jacques
saragossa	zaragoza
natura	natura
natura	nature
jerusalem	jerusalem
segurament	surely
diego	diego
cuba	cuba
científics	scientists
potència	power
roba	clothes
fotografies	photographs
fotografies	pictures
serveix	serves
coronel	colonel
hem	hem
possibles	possible
white	white
cavaller	knight
hoboken	hoboken
propera	next
armènia	armenia
permanent	permanent
destacat	featured
guió	dash
guió	script
google	google
escenes	scenes
lingüística	linguistics
xavier	xavier
descendents	descendants
orígens	origins
descobert	discovered
retirada	retreat
retirada	withdrawal
professionals	professionals
professionals	professional
antigament	formerly
pisos	flats
pisos	floors
batlle	batlle
cadascun	each
colòmbia	colombia
taiwan	taiwan
companys	fellow
carolina	carolina
episodi	episode
derrotat	defeated
superiors	superiors
intervenció	intervention
territorial	territorial
tocar	touching
bach	bach
esperit	spirit
documental	documentary
diputació	deputation
síria	syria
tret	gunshot
independents	independent
independents	independents
observar	observe
scott	scott
diferències	differences
lateral	lateral
alliberament	release
alliberament	liberation
gel	ice
límits	limits
vilanova	vilanova
gens	gens
clàssic	classic
tram	stretch
canals	channels
canals	canals
fusió	fusion
abandona	quit
cops	beatings
equivalent	equivalent
homenatge	tribute
olímpic	olympic
ocells	birds
portada	cover
poema	poem
kullander	kullander
naval	naval
idioma	language
nomenar	appoint
fàcil	easy
marie	marie
hereu	heir
perill	danger
capa	layer
mediterrània	mediterranean
exili	exile
múltiples	multiple
venda	sale
desert	desert
especials	specials
especials	special
públiques	public
protegir	protect
programari	software
king	king
alacant	alicante
amplada	width
cel	heaven
cel	sky
durada	duration
demostrar	demonstrate
senat	senate
mitologia	mythology
civils	civilians
html	html
minerals	minerals
explicar	explain
esdeveniment	event
disponible	available
abat	abbot
sánchez	sanchez
àngel	angel
uruguai	uruguay
curses	careers
mediterrani	mediterranean
proteïnes	protein
proteïnes	proteins
circumscripció	constituency
naus	ships
islam	islam
normes	rules
françois	françois
virus	virus
tomba	tomb
frank	frank
plena	full
representants	representatives
regular	regular
productor	producer
carregat	loaded
assegurar	secure
arribant	coming
risc	risk
contracte	contract
factors	factors
tenint	bearing
tenint	taking
corresponent	corresponding
trets	gunshots
trets	shots
sultà	sultan
oberta	open
verge	virgin
descobriment	discovery
trobada	meeting
autonomia	autonomy
car	expensive
bandes	bands
provincial	provincial
alps	alps
campionats	championships
sòl	soil
enginyeria	engineering
paisatge	landscape
granada	granada
catalina	catalina
opinió	opinion
regnes	kingdoms
revistes	magazines
chicago	chicago
deriva	drift
edward	edward
globus	globe
globus	balloons
globus	balloon
rica	rica
dominis	domains
parlants	speakers
val	val
difusió	diffusion
difusió	spread
difusió	dissemination
acabat	finish
acabat	finished
relleu	relief
carboni	carbon
identitat	identity
humanitat	humanity
rio	rio
bisbat	bishopric
protagonista	protagonist
são	são
cartes	cards
roques	roques
roques	rocks
tradicionalment	traditionally
adquirir	acquire
catàleg	catalogue
catàleg	catalog
escultor	sculptor
tony	tony
bisbes	bishops
propietari	owner
journal	journal
harry	harry
comportament	behavior
exposicions	exhibitions
enemic	enemy
ningú	anyone
ningú	nobody
republicà	republican
cavalleria	cavalry
cura	cura
paleta	palette
marge	margin
restaurants	restaurants
finalitat	purpose
congo	congo
representen	represent
converteix	convert
candidat	candidate
plataforma	platform
presents	present
angle	angle
habitualment	usually
dansa	dance
visita	visit
coral	coral
coral	chorale
entrevista	interview
motors	engines
fred	cold
fred	fred
portuguès	portuguese
dècades	decades
corda	rope
corda	chord
classificada	classified
pensament	thought
milers	thousands
armada	navy
inscripció	registration
iniciativa	initiative
voluntat	will
flandes	flanders
perfil	profile
transició	transition
cova	cave
adaptació	adaptation
teresa	teresa
tasques	tasks
ceràmica	ceramic
ceràmica	ceramics
ràpid	fast
jan	jan
arxius	files
arxius	archives
dubte	doubt
moneda	currency
moneda	coin
facultat	faculty
habita	dwells
foto	photo
lsp	lsp
salt	salt
enginyer	engineer
vessants	strands
consum	consumption
associat	associate
boca	mouth
boca	boca
nobles	nobles
realment	really
caça	hunting
soler	soler
partícules	particles
college	college
destrucció	destruction
tren	train
usat	used
belga	belgian
cavalls	horses
calendari	calendar
pedres	stones
descriure	describe
aconseguit	achieved
adoptar	adopt
infant	child
reunió	meeting
aliments	foods
parell	peer
williams	williams
pop	pop
astúries	asturias
resolució	resolution
berenguer	berengar
berenguer	berenguer
oncle	uncle
ficció	fiction
ocasió	occasion
nadal	christmas
time	time
públics	public
walter	walter
anat	gone
pesca	fishing
crític	critic
crític	critical
geòrgia	georgia
carn	meat
produït	produced
comuns	common
marroc	morocco
detalls	details
ordo	ordo
estendre	sprinkle
bàsquet	basketball
costes	coasts
senzill	simple
css	css
incorporar	incorporate
volums	volumes
exteriors	foreign
gabriel	gabriel
eines	tools
retrat	portrait
exèrcits	armies
pantalla	screen
estrena	premiere
diccionari	dictionary
definitivament	definitely
conquerir	conquer
penedès	penedès
nuclear	nuclear
guanyat	won
guanyat	earned
accident	accident
vot	vote
tendència	trend
sexual	sexual
comtes	earls
comtes	comtes
ordinador	computer
ruïnes	ruins
fama	fame
cuina	kitchen
vols	flights
variant	variant
russos	russians
comarques	counties
lemmon	lemmon
cèsar	caesar
llistes	lists
comèdia	comedy
interpretar	interpret
das	das
publicà	publican
originals	originals
clarament	clearly
univers	universe
significat	meaning
alfred	alfred
concretament	specifically
lleugerament	slightly
manresa	manresa
continental	continental
extinció	extinction
destruir	destroy
persa	persian
equipament	equipment
llegir	read
max	max
avions	planes
masculí	male
nota	note
fàcilment	easily
convertit	converted
sorgir	arise
actors	actors
compondre	compose
creixent	growing
vocal	vowel
jack	jack
eduard	edward
eduard	eduard
florència	florence
interna	internal
vapor	vapor
vapor	steam
directa	direct
certes	certain
roman	roman
bateria	battery
guia	guide
gràcia	grace
romania	romania
màquina	machine
màquina	host
unesco	unesco
inofensiu	harmless
noguera	noguera
decideix	decides
execució	execution
estacions	seasons
estacions	stations
excepció	exception
canó	cannon
designació	appointment
literària	literary
costats	sides
comprar	buy
estret	strait
estret	narrow
escriu	write
system	system
fenomen	phenomenon
cost	cost
agent	agent
impacte	impact
fosc	dark
colla	gang
organismes	agencies
organismes	organisms
ull	eye
flor	flower
raja	raja
ala	ala
promoció	promotion
declaració	statement
declaració	declaration
guanyador	winner
della	della
vehicle	vehicle
seccions	sections
fusteria	carpentry
depèn	depends
postal	postcard
bell	bell
millora	improvement
preu	price
super	super
llar	home
circular	circular
metall	metal
escriptors	writers
crítiques	reviews
encarregat	commissioned
veneçuela	venezuela
violí	violin
violí	fiddle
feliu	feliu
aniversari	birthday
aniversari	anniversary
disputa	dispute
esports	sports
ocupat	busy
gòtic	gothic
filòsof	philosopher
èxits	achievements
barris	neighborhoods
vicente	vicente
interessos	interests
dibuixos	drawings
johann	johann
controlar	controlling
entendre	understand
avinguda	avinguda
avinguda	avenue
michel	michel
democràtic	democratic
santuari	sanctuary
defineix	defines
defineix	define
emir	emir
natal	natal
tolosa	toulouse
comunicacions	communications
saxònia	saxony
designada	designated
cant	cant
cant	singing
nostre	ours
lee	lee
aus	birds
construccions	constructions
infantil	childish
cristianisme	christianity
segur	sure
electoral	electoral
exemplars	copies
suma	sum
baviera	bavaria
centrals	central
lectura	reading
raons	reasons
còmic	comics
occidentals	westerners
secret	secret
tècnic	technical
tècnic	technician
nacionalitat	nationality
estén	extends
estén	extend
donada	given
dura	hard
alexander	alexander
financera	financial
francesco	francesco
cristià	christian
amunt	up
zero	zero
contenen	contain
definir	define
nebot	nephew
colònies	colonies
produeixen	produce
sonora	sonora
vies	tracks
hotel	hotel
temperatures	temperatures
otomà	ottoman
proclamar	proclaim
crea	create
enemics	enemies
utilitzats	used
senyors	gentlemen
altar	altar
protegit	protected
amenaça	threat
vegetació	vegetation
iraq	iraq
conflictes	conflicts
aran	aran
músics	musicians
nacionalista	nationalist
déus	gods
resoldre	resolve
resoldre	solve
dibuix	drawing
monarquia	monarchy
factor	factor
activa	activate
missatge	message
presentació	presentation
anell	ring
mary	mary
democràcia	democracy
filipines	philippines
absència	absence
prefix	prefix
històries	stories
branques	branching
branques	branches
barroc	baroque
disciplina	discipline
presoners	prisoners
plantilles	templates
one	one
discurs	discourse
discurs	speech
transmissió	transmission
transmissió	transmit
testament	testament
flora	flora
cadascuna	each
profunditat	depth
capçalera	header
mineral	ore
mineral	mineral
superar	overcome
constantinoble	constantinople
voltes	laps
composicions	compositions
goya	goya
continent	continent
paret	wall
arthur	arthur
períodes	periods
sierra	sierra
criteris	criteria
recinte	enclosure
andré	andré
ramón	ramón
ramón	ramon
atmosfera	atmosphere
bones	good
bizantí	byzantine
geografia	geography
proposat	proposed
combinació	combination
macedònia	macedonia
botigues	shops
botigues	stores
nét	grandson
disposició	layout
disposició	provision
sacerdot	priest
windows	windows
adn	dna
havent	having
coma	coma
coma	comma
episodis	episodes
ona	wave
organisme	organism
paletes	palettes
paletes	pallets
taules	tables
onze	eleven
pati	courtyard
pati	yard
víctor	victor
veritat	truth
junts	together
horta	horta
particularment	particularly
maneres	ways
calor	heat
munic	munich
sectors	sectors
cruz	cruz
conservatori	conservatory
manteniment	maintenance
útil	useful
reformes	reforms
rècord	record
treballant	working
artilleria	artillery
western	western
utilització	use
blancs	whites
substituït	replaced
illinois	illinois
ascens	ascent
renaixement	renaissance
renaixement	rebirth
alfabet	alphabet
avió	airplane
avió	plane
mines	mines
escenari	stage
pilar	pillar
pilar	pilar
uneix	join
provença	provence
ales	wings
ales	ales
quarts	quarters
oxigen	oxygen
actuacions	performances
nintendo	nintendo
mode	mode
vietnam	vietnam
variable	variable
declarat	declared
individuals	individual
karl	karl
suec	swedish
lampisteria	thorium
constitueix	constitutes
cerdanya	cerdanya
romànic	romanesque
desaparèixer	disappear
recuperació	recovery
regiment	regiment
elevat	elevated
tancat	closed
legal	legal
gai	gay
camins	roads
camins	paths
iran	iran
bilbao	bilbao
divideix	split
divideix	divides
bàsicament	basically
tardor	autumn
violència	violence
vidre	glass
programació	programming
dividit	divided
ous	eggs
continguts	contents
formats	formats
fetes	made
determinat	determined
lord	lord
aquelles	those
relacionat	related
necessitats	needs
identificar	identify
comentaris	comments
dificultats	difficulties
compostos	compounds
probable	likely
vidal	vidal
consulta	query
consulta	consultation
assaig	testing
passeig	walk
sales	rooms
sales	halls
estableix	set
fauna	fauna
marró	brown
arrels	roots
histoire	histoire
nuclis	kernels
nuclis	nuclei
nuclis	cores
perpinyà	perpignan
puerto	puerto
ciclisme	cycling
judici	trial
manual	manual
rowspan	rowspan
amistat	friendship
amistat	friend
assistir	attend
italians	italians
llicència	licence
llicència	license
universitats	universities
antiguitat	seniority
sal	salt
poders	powers
lisboa	lisboa
lisboa	lisbon
cavallers	gentlemen
savoia	savoy
savoia	savoia
letònia	latvia
wiki	wiki
equació	equation
enterrat	buried
petició	request
petició	petition
escapar	escape
baró	baron
miró	miro
miró	miró
metro	subway
metro	metro
diaris	newspapers
diaris	journals
diaris	diaries
pertanyia	belonged
imposar	impose
alba	alba
càncer	cancer
graus	degrees
historiadors	historians
majoritàriament	mostly
amsterdam	amsterdam
usos	uses
nicolau	nicholas
turc	turkish
blat	wheat
borgonya	burgundy
caracteritza	characterized
adults	adults
arriben	arrive
giuseppe	giuseppe
nominacions	nominations
norma	norma
norma	norm
mor	dies
mor	mor
sobirania	sovereignty
conjuntament	jointly
benet	benet
nasa	nasa
georges	georges
viatges	travel
jazz	jazz
coure	copper
ohio	ohio
portat	ported
portat	brought
dissenyat	designed
monedes	coins
monedes	currencies
fragments	fragments
quin	what
temporal	temporary
confederació	confederation
localització	location
senador	senator
valladolid	valladolid
pablo	pablo
española	española
delta	delta
basílica	basilica
alberto	alberto
javier	javier
existir	exist
potencial	potential
tennis	tennis
cobert	covered
cobert	shed
oficines	offices
buit	empty
buit	vacuum
juvenil	youth
gust	taste
borbó	bourbon
neerlandès	dutch
colom	pigeon
colom	colom
gómez	gomez
gómez	gómez
turcs	turks
lituània	lithuania
pro	pro
convertint	converting
convertint	turning
tothom	everyone
hans	hans
traduït	translated
moral	moral
moral	morals
moral	morality
hitler	hitler
barreja	shuffle
barreja	mix
henri	henri
rebels	rebels
equador	equator
