категория category
дуччо duccio
опеке trusteeship
шана shana
галлер galler
гонт gaunt
коджа koca
вибрацию vibrate
диагностировать diagnose
дельфинарий dolphinarium
амбон ambon
бузэу buzău
суфи sufi
аутизм autism
анклава enclave
трясогузка wagtail
калевала kalevala
иши ishi
киклады cyclades
тюгоку chūgoku
мартос martos
тимея babos
генсбур gainsbourg
канна kanna
рюи ryuji
грациан gratian
лангер langer
гимли gimli
яйцеклад ovipositor
кадамба kadamba
сиба shiba
ирменгарда ermengarde
оперативников operatives
гаврило gavrilo
ящеротазовые saurischia
расчленение dismemberment
дикки dicky
тиаго thiago
гоп osg
психоаналитической psychoanalytical
масаи maasai
мидлотиан midlothian
арендатор renter
арендатор lessee
ализаде alizadeh
подсети subnet
пеллегрини pellegrini
аффриката affricate
риддер ridder
гвискар guiscard
магу magoo
фейербах feuerbach
голота golota
фризе frise
благоприятная favourable
благоприятная favorable
мускулы muscles
мускулы muscle
мускулы brawn
басре basra
антиутопия dystopia
самира samira
программируемых programmable
ламарр lamarr
арбузы watermelons
аркос arcos
полированного polished
лакросс lacrosse
венециано veneziano
зик zeek
зик zeke
эдгардо edgardo
бори bory
пясты piasts
врут lie
джентри gentry
либертадор libertador
штукатурка plaster
беттина bettina
погибель doom
хатим hatim
букмол bokmål
тирни tierney
крешимир krešimir
ардзинба ardzinba
репетицию rehearsal
токусима tokushima
дырка hole
негодяй rascal
негодяй scoundrel
куза cuza
рокфорд rockford
захер sacher
дезмонд desmond
вопль shriek
волнуется worried
цинхуа tsinghua
клио clio
взаимосвязанные interlinked
взаимосвязанные interrelated
ёсихиро yoshihiro
ротерем rotherham
дарфур darfur
райхенау reichenau
равалпинди rawalpindi
мулов mules
гамера gamera
мехи mechs
нидзё nijō
добруджа dobruja
экстрасенсов psychics
овсяница festuca
петухи roosters
туко tuco
вартан vartan
мидхат midhat
торгау torgau
зоммерфельд sommerfeld
мюр muir
идеалист idealist
идеалист idealistic
макароны pasta
макароны macaroni
роговский rogowski
потасовка scuffle
угадай guess
политехническую polytechnique
зульцбах sulzbach
эймон eamonn
доброжелательный benevolent
ханнеман hanneman
мэлори malory
дешевый cheap
ягодицы buttocks
карас karas
отцовство paternity
отцовство fatherhood
байкер biker
погрузчик forklift
вегенер wegener
институциональные institutional
архаичные archaic
ламонт lamont
