категорија	category
потврдува	confirms
возел	driven
возел	drove
случувања	happenings
материјата	matter
дигитални	digital
правна	legal
павел	pavel
достапен	available
густав	gustav
обединети	united
деветта	ninth
дрвени	wooden
бомба	bomb
одмазда	payback
одмазда	revenge
одмазда	retaliation
менување	changing
менување	switching
примен	received
примен	inducted
дијаграм	diagram
православен	orthodox
интересно	interesting
роми	romas
роми	romy
роми	roma
фишер	fisher
фишер	fischer
образовни	educational
мекленбуршка	mecklenburgische
конвенција	convention
квадратен	square
грофот	count
опишана	described
гордон	gordon
сибир	siberia
геј	gay
внимателно	carefully
внимателно	careful
лас	las
најстарата	oldest
испитувања	tests
испитувања	examinations
инфекција	infection
ракомет	handball
валтер	walther
валтер	walter
алатка	tool
спор	dispute
означување	highlighting
означување	tagging
оштетување	lesion
оштетување	damage
ман	mans
ман	mann
чарли	charlie
комунистичка	communist
знаења	knowledge
преземање	takeover
изградено	built
изградено	constructed
агенти	enquiry
агенти	agents
поразени	defeated
полн	full
про	pro
множина	plural
реконструкција	rebuilding
реконструкција	rebuild
реконструкција	shuffle
реконструкција	reconstruction
крим	crimea
подалеку	away
обичните	ordinary
криминал	crime
позади	behind
триесет	thirty
киселини	acidic
месецот	month
персонал	personnel
персонал	staff
сексуална	sexual
биро	bureau
биро	desk
способен	capable
поднесе	submit
развиено	developed
насловен	titled
насловен	entitled
еванс	evans
низок	low
хокеј	hockey
испраќа	sends
прифаќање	accepting
прифаќање	acceptance
режисери	directors
германците	germans
станувајќи	becoming
долу	down
долу	downstairs
пештерата	cave
пештерата	grotto
