yra	is
ferdinandas	ferdinand
motiejus	maciej
kim	kim
ntupdate	ntupdate
nkvd	nkvd
žvalgybos	reconnaissance
žvalgybos	exploration
šaudymo	shooting
meilė	love
leidžiama	permitted
leidžiama	allowed
valdoma	managed
borisas	boris
mtv	miu
mtv	mtv
atskiros	discrete
nesėkmingai	unsuccessfully
takas	tak
neįmanoma	impossible
lapuočių	deciduous
teodoras	theodore
kareiviai	soldiers
kilometrų	kilometers
baltieji	whites
vartus	gates
mediena	wood
mediena	timber
skonio	flavour
armėnų	armenian
tradicija	tradition
sėklos	seed
sėklos	seeds
oras	weather
oras	air
poveikio	impact
seniausias	oldest
misijos	missions
natūraliai	inherently
natūraliai	naturally
alfredas	alfred
trenerio	coach
įrašas	recording
sedlcų	siedlce
įstatymai	legislation
įstatymai	laws
keltų	ferry
atlikėjai	performers
atlikėjai	artists
slidinėjimo	ski
pripažinti	recognise
geras	good
ambasadorius	ambassador
žurnalistikos	journalism
youthclubs	youthclubs
oda	leather
oda	skin
bando	attempting
laima	laima
super	super
tikros	genuine
islandijos	island
kryžių	clover
spygliuočių	coniferous
audinių	tissues
audinių	mink
legendos	legends
juodas	black
andrea	andrea
plytų	bricks
plytų	brick
mašinos	machinery
mašinos	machines
laidojimo	burial
truko	lasted
truko	searched
filmus	movies
ukrainiečių	ukrainians
ukrainiečių	ukrainian
kovas	struggles
vitebsko	vitebsk
jeronimas	hieronim
žinduolių	mammalian
šarūnas	šarūnas
musulmonai	muslims
brolių	brothers
uždaryta	closed
verlag	verlag
ketvirtadienį	thursday
rektorius	rector
fabrikas	factory
finalo	finals
televizija	television
lygį	brett
korėja	korea
leono	leon
vertimas	translation
raimondas	raymond
variantai	variants
variantai	variant
ūkininkas	farmer
pirmadienį	monday
atkurti	recreate
atkurti	restoring
arti	near
žodžiu	oral
bavarijos	bavarian
laimėti	winning
džeimsas	james
aikštės	squares
greičio	speed
lyg	like
antradienį	tuesday
rankos	arms
rankos	arm
auksas	gold
gėrimas	drink
gėrimas	beverage
žiedų	floral
filialas	branch
žuvys	fishes
žuvys	fish
tilžės	tilsit
prizas	prize
portugalija	europol
greitį	speeding
ritulio	hockey
ekspedicija	expedition
susirinkimas	assembly
stade	stade
veislės	breed
veislės	varieties
veislės	breeds
mazgas	assembly
mazgas	knot
kritikos	criticism
įgulos	crew
chemikas	chemist
maldos	prayer
maldos	worship
maldos	prayers
ryto	morning
griuvėsiai	ruins
riebalų	fats
riebalų	fatty
riebalų	fat
kubos	santiago
kubos	cuban
vaidmenis	roles
gintaro	amber
medžioklės	hunting
rita	rita
aliejus	oil
aliejus	oils
ilgiau	longer
molio	molar
molio	clay
analizė	analysis
anime	anime
kvalifikacijos	qualification
amatų	craft
euro	euro
sparnai	wings
groti	play
germanų	germanic
den	den
idėjų	ideas
užduotis	assignment
užduotis	task
hugo	hugo
dykumos	desert
pelno	profit
gamykloje	factory
bbc	bbc
lewis	lewis
fernando	fernando
bakalauro	bachelor
žolės	grass
žolės	weed
remix	remix
būdais	ways
billboard	billboard
surinkti	assemble
surinkti	assembled
surinkti	collected
dokumentus	documentation
maistas	food
sportininkai	athletes
žiedas	ring
marso	martian
garsas	sound
lina	lina
mario	mario
užpuolė	assaulted
užpuolė	attacked
druskos	salt
druskos	hydrochloric
druskos	salts
visuomenė	society
paveikslai	paintings
kelionė	voyage
kelionė	travel
kelionė	journey
kelionė	trip
tekstai	texts
tekstai	lyrics
premjera	premiere
dėstytoja	lecturer
scorea	scorea
sveria	weighs
arklių	horses
organai	bodies
mokymas	teaching
mokymas	training
mokymas	instruction
izraelis	israel
rūgštis	acid
frank	frank
akys	eyes
galerijoje	gallery
ieva	ieva
ieva	eve
ieva	eva
nuotykių	adventure
nuotykių	adventures
koncertas	concert
dokumentai	documentation
bendrovių	companies
aut	aut
formulė	formula
kgb	kgb
krovinių	freight
sutampa	overlap
slovėnijos	slovene
slovėnijos	slovenian
laboratorijos	laboratory
laboratorijos	laboratories
vienetai	units
moneta	coin
pajamos	revenue
sibirą	siberia
praeina	passes
tiurkų	turkic
dainius	dainius
dantų	dental
dantų	tooth
laivynas	fleet
ginklus	guns
tankis	density
krioklys	waterfall
chevrolet	chevrolet
sparta	sparta
deja	sadly
deja	unfortunately
deja	alas
rovers	rovers
laura	laura
augti	grow
kūrėjai	developers
kūrėjai	creators
elektronikos	electronics
stebėti	observe
graikai	greeks
patalpose	premises
sukuria	generates
vabzdžių	insects
vabzdžių	insect
turtas	property
turtas	asset
turtas	assets
įveikti	overcoming
bėgimo	jogging
ilgų	lengthy
vida	vida
vatikano	vatican
juventus	juventus
akmenys	stones
akmenys	rocks
operacija	operation
dnr	dna
karta	generation
kalifornijoje	california
afrika	african
griežtai	strictly
bene	bene
mercedes	mercedes
gydymas	therapy
gydymas	treatment
auginamos	grown
auginamos	cultivated
roberto	roberto
lygumų	plains
modelių	models
rinkti	gathering
kantonas	canton
ekonomiką	healthy
giovanni	giovanni
spindulių	infrared
lanko	bow
ginti	defend
ginti	defending
hans	hans
žvejybos	fishing
korpusas	wing
korpusas	corps
palaidoti	bury
britannica	britannica
dizainas	design
kalbėjo	spoken
kalbėjo	talked
kalbėjo	spoke
alkoholio	alcohol
vilkas	wolf
konferencija	conference
konferencija	conferences
saugos	safety
mitologija	mythology
dunojaus	danube
kavos	coffee
rengimo	compilation
stiprus	strong
kelionių	tour
migracijos	migratory
migracijos	migration
drabužių	clothing
aplinkinių	surrounding
kolno	kolno
kuršo	courland
pakvietė	invited
cher	cher
katalikai	catholics
velso	welsh
pabėgėlių	refugee
geltona	yellow
milijonus	millions
patinai	males
star	star
anna	anna
hapoel	hapoel
dykuma	desert
vėjas	wind
polocko	polatsk
dvasia	spirit
kalcio	calcium
dievai	gods
serbija	serbia
vaizdai	videos
revoliucija	revolution
esė	essays
programavimo	programming
kurtis	curt
kurtis	curtis
klasifikacija	classification
maccabi	maccabi
renault	renault
kostas	kostas
biuras	office
vasara	summer
taika	peace
junginiai	preparation
junginiai	compounds
ore	airborne
kainos	price
joe	ola
mig	mig
narės	states
ministrai	ministers
balkanų	balkan
balkanų	balkans
hetitų	hittite
etikos	ethical
etikos	ethics
kancleris	chancellor
kancleris	registrar
tikėjimą	faith
vaikystės	childhood
malajų	malay
turkijoje	turkish
grajevo	grajewo
tūkstančiai	thousands
diana	diana
diana	diane
uolų	cliffs
klasėje	classroom
rato	wheel
gyvenamųjų	residential
trumpa	short
kine	kine
šri	sri
ffff	ffff
žalios	crude
parduotuvės	shops
parduotuvės	stores
vardai	names
wanderers	wanderers
pramogų	amusement
pramogų	entertainment
mušamieji	percussion
danijoje	denmark
nedideli	minor
nedideli	slight
čempionai	champions
auto	auto
klemensas	klemens
konfliktas	mile
konfliktas	conflict
copa	copa
geriausi	finest
geriausi	best
administratorius	admin
administratorius	administrator
išorinis	outer
reikalavo	insisted
reikalavo	demanded
tradicijų	tradition
tradicijų	traditions
globos	custody
globos	schedule
grūdų	grain
grūdų	cereals
grūdų	cereal
kalio	potassium
chrysler	chrysler
mix	mix
lervos	larvae
stengiasi	tries
stengiasi	endeavour
juodkalnijos	montenegro
juodkalnijos	montenegrin
spartak	spartak
tradicinė	traditional
vienuolis	monk
irako	iraqi
šventoriaus	churchyard
specialistų	specialist
arčiau	closer
boeing	boeing
stovyklos	camp
stovyklos	camping
stovyklos	camps
aptikta	discovered
aptikta	detectable
glaudžiai	close
lrt	lrt
pinigai	cash
įrašai	posts
įrašai	entries
žlugimo	apocalypse
veislė	breed
veislė	varieties
veislė	variety
sutinka	agrees
rinkėjų	electorate
naktis	dwarves
istoriniai	historical
šaknis	roots
galutinė	final
matas	bear
sąjungininkų	allies
julija	julia
mantas	mantas
bulgarija	bulgaria
stotys	stations
draudimas	insurance
draudimas	prohibition
kalifornija	california
aleksandra	alexandra
alexander	alexander
profesinės	professional
bazilika	basilica
tikslų	goals
remonto	repair
panaikinti	abolish
salėje	hall
ąžuolo	oak
jomis	them
dalelės	particles
dalelės	particle
šventėje	marquee
kapo	grave
mediniai	wooden
šlovės	glory
lenktynes	races
gelsvai	yellowish
konsultantas	consultant
skydas	shield
tradicinės	traditional
milijonai	millions
jonava	village
luis	lois
žmonijos	human
gydytojo	physician
gydytojo	doctor
dan	dan
realybės	reality
skrydžio	flight
išradėjas	inventor
kelia	posing
tikėjimas	belief
indo	indo
arkivyskupas	archbishop
globėjas	guardian
globėjas	carer
vadai	commanders
svarbą	importance
volgos	volga
alžyro	algerian
šuo	dog
venesuelos	venezuelan
mru	mru
veido	facial
patalpos	premises
atvyksta	arrives
atvyksta	arrive
egiptas	egypt
egiptas	egyptian
bull	bull
atolas	atoll
ryžių	rice
jones	jones
agentūra	agency
išrinkti	elected
keramika	ceramic
keramika	ceramics
analizės	analytical
sicilijos	sicily
ramūnas	ramūnas
patelė	female
bataliono	battalion
renginiai	events
atnaujinta	upgrade
dukrą	daughter
žemi	bass
aptikti	finn
susivienijimo	unification
altorius	altarpiece
civilizacija	civilization
civilizacija	civilisation
kaklo	neck
paskirtis	purpose
pirmininkai	chairpersons
įtampos	voltage
tiesiai	straight
airija	ireland
biblijos	bible
dideles	huge
apžvalga	overview
pilvo	belly
pilvo	abdomen
vyru	husband
vyru	man
padovanojo	adore
uostai	ports
liepojos	liepāja
kvapo	odour
kazachstano	kazakhstan
gavyba	extraction
lukas	luke
lukas	lukas
chirurgas	surgeon
švyturys	lighthouse
švyturys	beacon
alfa	alfa
kava	coffee
interesus	interests
topo	topo
stogo	roof
sąsiauris	strait
agentas	agent
sustabdyti	stop
kaita	cocktails
kraujas	blood
danga	blanket
danga	coating
danga	rug
merginos	girls
pozicijas	positions
šaknys	roots
encyclopaedia	encyclopædia
facebook	facebook
force	force
raketos	missiles
raketos	rocket
iaaf	iaaf
santuoka	marriage
estadio	estadio
plaukimo	swimming
draudžiama	forbidden
draudžiama	prohibited
urugvajaus	uruguay
palivarkas	folwark
azija	asia
žarnos	hoses
žarnos	hose
folkloro	folklore
francisco	francisco
kalvų	hills
atstatyti	restore
zita	zita
škotų	scots
lnk	lnk
radijas	radio
burnos	mouth
valda	holding
mišinys	mixture
visur	everywhere
įgyti	snag
simboliai	symbols
oskaras	oscar
kalibro	calibre
mane	me
parkai	parks
vandenys	waters
ūkių	holdings
vystosi	evolving
vertinamas	appreciated
įvertinti	ranger
starto	starter
skandinavų	norse
deividas	david
athina	athina
geriausios	best
spears	spears
erelis	eagle
architektų	architects
kėdainiai	kėdainiai
trama	trama
kretinga	kretinga
mokslai	sciences
tikslai	objectives
tikslai	goals
metalas	metallic
florencijos	florence
florencijos	firenze
mokinys	pupil
mokinys	apprentice
libano	lebanese
išsiveržimas	eruption
duris	doors
ilga	long
pilka	grey
bolševikų	bolshevik
tavo	your
tavo	yours
nuoroda	indication
walter	walter
diskas	disc
sudegino	burned
perversmo	coup
skrandžio	gastric
bausmė	penalty
bausmė	punishment
atkurtas	restored
laukai	fields
artimųjų	middle
vandenyse	waters
ugnikalnio	volcano
proto	crazy
ūkiai	holdings
ūkiai	farms
della	della
athletic	athletic
apaštalo	apostle
ugnis	fire
pergalių	victories
kampas	angle
dmitrijus	dmitry
atrodė	looked
atliktas	completed
amsterdamo	amsterdam
stebėjimo	observation
taikymo	applicability
rankomis	manually
krizė	crisis
arbata	tea
jūsų	your
statiniai	constructions
libijos	libyan
bulgarų	bulgarian
katės	cats
katės	cat
išmoko	learned
orkestras	orchestra
alus	beer
alus	beers
grandinės	chain
violeta	violet
kolonijų	colonies
galvijų	bovine
galvijų	cattle
platintojas	distributor
draugai	comrades
draugai	friends
lentos	boards
mickevičiaus	mickiewicz
nosies	nasal
meistrų	assassins
jurijus	yuri
indonezijos	indonesia
matyt	apparently
kongresas	congress
daržovių	vegetables
reklamos	advertising
uodegos	tails
muchafaza	governorate
sužeistas	wounded
azoto	nitric
pijus	pius
friedrich	friedrich
būgnininkas	drummer
gera	good
atp	atp
kalbėti	talk
kalbėti	speak
priklausomybė	dependency
priklausomybė	addiction
parduotuvė	shop
parduotuvė	store
keliauja	traveling
asta	asta
sena	senna
rinka	market
gaminamos	designed
valdos	holdings
medvilnės	cotton
ispanai	spaniards
bendradarbiauja	cooperates
bendradarbiauja	cooperate
atskirta	separated
atskirta	decoupling
tikimybė	likelihood
youthyears	youthyears
monika	monika
monika	monica
stambūs	chunky
krizės	crisis
psichikos	mental
garo	steam
kardo	sword
duonos	bread
palydovas	moon
pievos	grassland
pievos	meadows
atnaujinti	refresh
sako	saying
sako	says
sako	tells
regbio	rugby
baigti	finish
kailis	fur
dokumentas	document
skatinti	promote
kraujagyslių	vascular
giliai	deeply
giliai	deep
vidutinės	medium
manga	manga
organizmų	organisms
ryžiai	rice
krasnojarsko	krasnoyarsk
katalogas	catalogue
seserys	sisters
kontrolė	control
piotras	pyotr
labdaros	charitable
labdaros	charity
gėlių	flower
karys	warrior
karys	soldier
užimta	occupied
bokštai	towers
tradiciniai	traditional
monetas	monet
miškais	forests
cirko	circus
bon	bon
poteris	potter
duetas	duet
krikščionybė	christianity
diego	diego
skandinavijos	scandinavia
skandinavijos	scandinavian
šilko	silk
lisboa	lisboa
saksonijos	saxony
seminarija	seminary
cska	cska
tinklų	networking
tinklų	networks
comune	comune
sumažėja	decreases
kelius	paths
veislių	varieties
veislių	breeds
tinkamai	proper
tinkamai	properly
dirvožemio	soil
geologas	geologist
žali	crude
jogailos	jagiellonian
taivano	taiwan
taivano	taiwanese
berlynas	berlin
lelijos	lilies
staiga	suddenly
staiga	sudden
ąžuolų	oak
nugalėtojai	winners
sąvokos	concepts
sultonas	sultan
prisijungti	join
esančius	archived
auginti	cultivation
bandymai	tests
bandymai	testing
ekspertas	expert
aukos	victims
sodai	gardens
dodge	dodge
skautų	scout
gamintojas	producer
gamintojas	manufacturer
slovakija	slovakia
augalija	vegetation
sveikata	health
jpeg	jpeg
faktai	facts
emilija	emilia
paprašė	asked
rinkiniai	kits
gruzija	georgia
draugų	friends
įgula	crew
miršta	dies
miršta	dying
junginys	compound
olga	olga
vaza	vase
lff	lff
augimas	growth
tokijo	tokyo
tony	tony
lakūnas	aviator
dėsnis	morality
šokis	dancing
arbatos	tea
fizika	physics
talino	tallinn
metalurgijos	metallurgy
metalurgijos	metallurgical
statula	statue
vanda	wanda
gaisro	fire
vykdymo	driving
draugystės	friendship
pėsčiųjų	pedestrians
grammy	grammy
naugardo	novgorod
dominikos	dominican
bin	bin
kampanijos	campaign
šokėja	dancer
gelbėjimo	salvage
gelbėjimo	rescue
gvinėja	guinea
miuncheno	munich
solistas	soloist
prūsija	prussia
albanų	albanian
įtampa	excitement
įtampa	tension
įtampa	voltage
tęsti	continue
fotografija	photography
pažinimo	cognitive
išlaidos	costs
partizanas	partisan
bosas	boss
nuomonės	opinions
ray	ray
afganistano	afghan
gavybos	warned
nusipirko	bought
fragmentai	fragments
prokuroras	prosecutor
prokuroras	da
muitinės	customs
stovykla	camp
išorės	exterior
komandas	teams
pistoletas	pistol
pistoletas	gun
vidas	vidas
cheminė	chemical
ceremonija	ceremony
jungtis	connectivity
anatolijus	anatoly
mokslą	tuition
jolanta	jolanta
geografas	geographer
pilietinis	civic
torino	torino
įrenginiai	devices
įrenginiai	installations
kryžiuočiai	crusaders
prahos	prague
konfederacija	confederation
tankus	dense
tankus	tanks
bob	bob
andrejus	andrei
playstation	playstation
mit	mit
patvirtinti	approve
jonušas	janusz
palanga	palanga
gėrimų	beverage
gėrimų	beverages
teniso	tennis
bruno	bruno
dave	dave
pučiamųjų	brass
accusative	accusative
reikalavimai	requirement
reikalavimai	requirements
pagaliau	finally
pagaliau	lastly
slovėnų	slovene
slovėnų	slovenian
gyvas	alive
įrenginys	device
įrenginys	installation
astronomijos	astronomy
galaktikos	galactic
kritikai	critics
karolina	caroline
karolina	carolyn
karolina	karolina
karolina	carolina
varikliai	engines
dainuoti	sing
silezijos	silesia
smuikininkas	violinist
panaikinimo	cancellation
dalykas	thing
airlines	airlines
ruduo	autumn
inga	inga
svarų	quid
civilinis	civilian
uolos	rocks
uolos	cliff
akies	eye
gitaros	guitars
trūkumas	shortage
info	info
lvovo	lviv
britney	britney
širdis	heart
mažeikiai	mažeikiai
kompiuteris	computer
stipri	strong
genčiai	tribe
tako	taco
pažiūrų	persuasion
pažiūrų	conviction
pasiuntinys	envoy
mediawiki	mediawiki
heraldikos	heraldic
sukilo	rebelled
vabalai	bugs
aprašo	inventory
trojos	trojan
trojos	troy
aukštuma	upland
toyota	toyota
stiebo	mast
inkų	incan
bronza	bronze
bandymas	test
serie	serie
islamas	islam
daržovės	vegetables
altajaus	altai
liaukos	glands
caras	tsar
bausmės	penalties
įgaliojimai	mandate
savininkai	owners
savininkai	holders
aliuminio	aluminium
daiktai	things
grybas	fungus
simptomai	symptoms
ratai	wheels
olympique	olympique
chelsea	chelsea
raketa	rocket
raketa	missile
pušų	pine
ivano	ivano
religijų	religions
felipe	felipe
rekordas	record
giesmių	hymns
krūmų	bushes
platino	platino
atsitiktinai	random
ktu	ktu
actekų	aztec
johann	johann
piramidės	pyramid
universitetai	universities
koncertai	concerts
wikis	wikis
jeruzalės	jerusalem
respublikonų	republican
vandenynas	ocean
jackson	jackson
tvarkymo	handling
klasicizmo	neoclassical
princesė	princess
telšiai	alva
aparatas	apparatus
farmacijos	pharmaceutical
arabai	arabs
cia	here
manau	think
protėviai	ancestors
hamilton	hamilton
kriterijus	criteria
skamba	sounds
giorgio	giorgio
parduotas	sold
parduotas	sales
protestantų	protestant
susitarimas	arrangement
siuvimo	sewing
erewan	yerevan
ekranas	screen
sunkumų	difficulty
sunkumų	difficulties
administracinės	administrative
joana	joana
prizą	prize
kritika	criticism
kritika	criticisms
vietinis	localised
elektrotechnikos	electrotechnical
malaizijos	malaysian
plati	broad
duona	bread
gyvūnas	animal
sielos	soul
sielos	souls
auginimas	cultivation
