der	el
beschreibt	describe
eins	uno
josé	josé
schlecht	malo
schlecht	mal
shift	shift
admins	admins
admins	administradores
südwesten	sudoeste
südwesten	suroeste
politisch	político
politisch	políticamente
leser	lector
leser	lectores
turnier	torneo
körper	cuerpo
chemie	química
bildhauer	escultor
bericht	informe
untersuchungen	investigaciones
angriff	ataque
sängerin	cantante
sprechen	hablar
gewonnen	ganado
kontakt	contacto
fakultät	facultad
verhältnis	relación
verhältnis	proporción
verhältnis	cociente
bist	eres
bist	are
evangelische	evangélica
diskutiert	discutido
luft	aire
mexiko	méxico
kommission	comisión
reise	viaje
entsteht	surge
gebiete	zonas
vereine	asociaciones
vereine	clubes
monaten	meses
erhält	recibe
mehrheit	mayoría
nordwesten	noroeste
datum	fecha
british	british
eigenes	propio
marine	marine
variante	variante
kalifornien	california
sicherheit	seguridad
kassel	kassel
meer	mar
theologie	teología
heft	cuaderno
heft	carpeta
gast	invitado
gast	huésped
nächste	siguiente
nächste	próxima
geschaffen	creado
geschaffen	creados
konzept	concepto
griechischen	griego
türkei	turquía
bronze	bronce
entstehen	surgir
setzen	apostar
setzen	poner
begonnen	comenzado
begonnen	iniciado
lieder	canciones
persönlich	personal
persönlich	personalmente
herausgegeben	editado
verwenden	utilizar
verwenden	usar
östlichen	oriental
grenzen	límites
grenzen	fronteras
oper	ópera
smith	smith
fenster	ventana
fenster	ventanas
fenster	ventanillas
unterscheiden	distinguir
unterscheiden	diferenciar
königs	rey
farbe	color
commons	commons
dissertation	tesis
poly	poli
matthias	matías
matthias	matthias
bände	volúmenes
rede	discurso
geändert	cambiado
russisch	ruso
horst	horst
zugeordnet	asignada
zugeordnet	asignado
unternehmer	emprendedor
unternehmer	empresarios
unternehmer	empresario
karten	mapas
prinzip	principio
struktur	estructura
grafschaft	condado
beruf	ocupación
beruf	profesión
südosten	sureste
alben	álbumes
aktuell	actualidad
aktuell	actual
reichen	ricos
stimmt	cierto
company	company
szene	escena
parlament	parlamento
licht	luces
licht	luz
ausdruck	expresión
bezeichner	identificador
oxford	oxford
ungefähr	aproximadamente
ungefähr	alrededor
russische	ruso
verschoben	aplazado
verschoben	trasladado
verschoben	movido
zeigte	mostró
zeigte	demostró
erwähnung	mención
erwähnung	menciones
argumente	argumentos
standort	ubicación
standort	localización
lehre	doctrina
spitze	punta
spitze	extremidad
hugo	hugo
morgen	mañana
holz	madera
qualifikation	cualificación
qualifikation	calificación
industrie	industria
material	material
king	king
angesehen	mirado
angesehen	visto
angesehen	vistos
manfred	manfred
edward	edward
manche	algunos
erhielten	recibieron
erhielten	obtuvieron
one	one
prozess	proceso
best	best
elemente	elementos
existieren	existir
existieren	existen
abitur	bachillerato
grünen	verde
grünen	verdes
bistum	diócesis
anhalt	anhalt
ansicht	vista
ansicht	visión
inneren	interior
abgesehen	aparte
adam	adam
adam	adán
unbekannt	desconocido
feld	campo
halbfinale	semifinal
dänemark	dinamarca
private	privado
bezieht	refiere
öffentlich	público
öffentlich	públicamente
arts	arts
nahmen	tomaron
jüdische	judía
ebenda	ibídem
würzburg	würzburg
kriterien	criterios
standard	estándar
standard	predeterminado
standard	standard
pflanzen	plantas
journal	journal
starke	fuertes
starke	fuerte
änderung	cambio
änderung	modificación
infanterie	infantería
brüder	hermanos
förderung	promoción
albrecht	albrecht
kiel	quilla
interview	entrevista
spiegel	espejos
spiegel	espejo
ausnahme	excepción
mecklenburg	mecklemburgo
töchter	hijas
königin	reina
geplant	planificado
geplant	planificada
ursprünglichen	original
ursprünglichen	originales
lizenz	licencia
veranstaltungen	eventos
schrift	alfabeto
schrift	escritura
ändern	cambiar
figur	figura
figur	personaje
high	high
diskussionen	discusiones
verstanden	entendido
nationalsozialismus	nazismo
talk	talk
blieben	quedaron
vertrat	representó
aachen	aquisgrán
figuren	figuras
figuren	personajes
sendung	emisión
argument	argumento
zentrale	central
erlaubt	permitido
erlaubt	permite
aufnahmen	grabaciones
aussagen	declaraciones
abgeschlossen	completado
abgeschlossen	finalizado
abgeschlossen	terminado
wiesbaden	wiesbaden
besaß	poseía
lauf	corre
verkehr	transporte
verkehr	tráfico
show	espectáculo
show	show
landschaft	paisaje
gegner	oponente
gegner	opositores
gekommen	venido
blau	azul
persönliche	personales
stern	estrella
abs	abs
herstellung	fabricación
ausreichend	suficiente
hockey	hockey
antonio	antonio
lee	lee
bestätigt	confirmado
bestätigt	confirmada
berichtet	informó
einheiten	unidades
israel	israel
sperren	bloqueo
sperren	bloquear
brasilien	brasil
klavier	piano
rand	rand
rand	borde
durchmesser	diámetro
ältere	mayores
helfen	ayuda
helfen	ayudar
bewohner	residentes
bewohner	habitantes
barbara	bárbara
barbara	barbara
orchester	orquesta
orchester	orquestas
augsburg	augsburg
kennt	conoce
nieder	abajo
unsere	nuestra
unsere	nuestras
unsere	nuestros
unsere	nuestro
schwarzen	negros
abgeordneter	congresista
abgeordneter	diputado
entstehung	génesis
netz	tejer
netz	red
group	group
früh	temprano
aufgestellt	situado
physik	física
einträge	entradas
gouverneur	gobernador
belgien	bélgica
belgien	belgica
denkmal	monumento
treffer	coincidencia
ähnliche	similar
ähnliche	similares
cambridge	cambridge
niedersachsen	niedersachsen
auto	coche
graz	graz
heim	parador
angenommen	adoptado
angenommen	aceptado
angenommen	aceptada
magazin	revista
france	france
francisco	francisco
starken	fuertes
vergangenheit	pasado
presse	prensa
gegenwart	presencia
gegenwart	presente
verhindern	evitar
verhindern	prevenir
wann	cuándo
definiert	definida
definiert	definido
definiert	define
religion	religión
jena	jena
linien	líneas
sender	transmisor
fallen	trampas
besetzung	ocupación
methode	método
methode	metodología
hektar	hectárea
hektar	hectáreas
zweck	propósito
gelesen	leído
gründer	fundador
gründer	fundadores
farben	colores
texas	texas
meyer	meyer
entscheiden	decidir
soziale	social
erklärung	declaración
erklärung	explicación
handel	comercio
service	servicio
ausland	extranjero
monat	mes
studenten	estudiantes
letzter	último
letzter	ultimo
windows	windows
funktionen	características
funktionen	funciones
listen	listas
solid	solid
dinge	cosas
lübeck	lübeck
eigenschaften	características
eigenschaften	propiedades
günter	günter
fließt	fluye
versuchen	probar
versuchen	tratar
versuchen	intentar
widerstand	resistencia
design	diseño
entschieden	decidido
offizier	oficial
erklären	explicar
filmen	películas
einrichtungen	instalaciones
kongress	congreso
white	white
erstreckt	extiende
verstarb	falleció
universitäten	universidades
günther	günther
schwarze	negros
schwarze	negro
gottfried	gottfried
code	código
benötigt	necesita
benötigt	requerido
management	gerencia
songs	canciones
beziehung	relación
karlsruhe	karlsruhe
grad	grados
grad	grado
mathematik	matemáticas
bund	liga
amsterdam	ámsterdam
amsterdam	amsterdam
chinesischen	chino
verbessern	mejorar
fürst	príncipe
vorgesehen	previsto
geschützt	protegidas
geschützt	protegido
profil	perfil
glauben	creer
glauben	fe
wikimedia	wikimedia
einschließlich	incluyendo
millimeter	milímetros
millimeter	milímetro
dvd	dvd
fuß	pie
untersuchung	investigación
züge	trenes
klassischen	clásica
klassischen	clásico
portugal	portugal
offen	abierta
offen	abierto
begriffe	términos
begriffe	conceptos
vergeben	perdonar
besetzt	ocupado
tabelle	tabla
zuschauer	espectadores
zuschauer	espectador
schwedischen	sueco
arnold	arnold
reaktion	reacción
sozialen	social
wahlen	elecciones
schriftstellerin	escritora
party	fiesta
entfernen	eliminar
ausgestattet	equipada
ausgestattet	equipadas
ausgestattet	equipado
bestandteil	componente
automatisch	automáticamente
automatisch	automático
automatisch	automática
harry	harry
eingetragen	registrada
eingetragen	registrado
regionen	regiones
außen	exterior
verfassung	constitución
getrennt	desconectado
getrennt	separado
getrennt	separados
entfernung	distancia
beendet	finalizado
beendet	terminado
gefahr	peligro
minister	ministro
speziell	específicamente
speziell	especial
speziell	especialmente
bedarf	necesidades
bedarf	necesidad
mitarbeit	colaboración
mitarbeit	cooperación
leopold	leopold
plan	plan
interessant	interesante
sowjetischen	soviético
sowjetischen	soviética
generation	generación
wunsch	deseo
drittel	tercio
oblast	óblast
verurteilt	condenado
verurteilt	condena
waffen	armas
dietrich	dietrich
erhoben	recaudado
schweren	graves
schneider	schneider
entwurf	borrador
gemeinschaft	comunidad
weiße	blancos
auszeichnung	premio
zugang	acceso
garten	jardín
weisen	sabios
weisen	sabio
auftritt	aparición
auftritt	ocurre
thüringen	turingia
tonnen	toneladas
afrika	áfrica
wagner	wagner
inhalte	contenido
inhalte	contenidos
bedingungen	condiciones
entschied	decidió
entschied	optó
tut	hace
ermöglicht	permite
verbindungen	conexiones
verbindungen	acoplamientos
kontrolle	control
rathaus	ayuntamiento
emil	emil
schwerpunkt	énfasis
reiches	rico
langsam	despacito
norwegen	noruega
angeblich	supuestamente
angeblich	supuesta
sebastian	sebastian
initiative	iniciativa
maßnahmen	medidas
aktivitäten	actividades
oscar	oscar
medaille	medalla
chef	jefe
dritter	tercera
dritter	tercero
freiheit	libertad
route	ruta
doppel	doble
baron	barón
baron	baron
verschieben	mover
projekte	proyectos
felix	felix
felix	félix
kamera	cámara
priester	sacerdote
priester	sacerdotes
charakter	personaje
erklärte	explicó
big	big
ausgeführt	ejecutado
darstellen	representar
organisationen	organizaciones
ziehen	arrastrar
ziehen	arrastre
fahrer	conductores
fahrer	conductor
verkaufte	vendido
magdeburg	magdeburg
kommentar	comentario
kommentar	comentarios
vorbei	cerca
bieten	ofrecen
bieten	ofrecer
wege	caminos
time	time
debüt	debut
eindruck	impresión
gedichte	poesía
gedichte	poemas
produkte	productos
besitzer	propietario
besitzer	propietarios
möglichkeiten	oportunidades
donau	danubio
spielten	jugaban
spielten	jugaron
mission	misión
amtszeit	mandato
kombination	combinación
first	first
prinz	principe
prinz	príncipe
endgültig	final
endgültig	definitivo
kapitel	capítulos
kapitel	capítulo
juan	juan
künste	artes
drehbuch	guión
versuche	intentos
versuche	prueba
alternative	alternativas
alternative	alternativa
infrastruktur	infraestructura
praktisch	práctico
praktisch	prácticamente
value	value
jacques	jacques
biografie	biografía
gründe	causas
gründe	razones
mündet	desemboca
phase	etapa
phase	fase
junioren	juniors
françois	françois
antike	antigüedad
korrekt	correcto
korrekt	correctamente
behandlung	tratamiento
edits	edits
verändert	cambiado
erstellen	crear
unterscheidet	distingue
eng	estrecho
eng	eng
jack	jack
handeln	actuar
mary	mary
nikolaus	nicolás
baute	construyó
freunde	amigos
frieden	paz
stub	stub
ruf	reputación
ruf	llama
herz	corazón
handlung	acto
pov	pov
biographie	biografía
eröffnung	inauguración
eröffnung	apertura
ägypten	egipto
größer	mayor
mittlere	medianas
spanisch	español
kollegen	colegas
kollegen	compañeros
ursprüngliche	original
not	not
hill	hill
irrelevant	irrelevante
begannen	comenzaron
begannen	empezaron
bruno	bruno
regensburg	regensburg
dortmund	dortmund
aktion	acción
gemälde	pinturas
gemälde	pintura
mannheim	mannheim
griechenland	grecia
neustadt	neustadt
leo	leo
gestaltung	diseño
anspruch	reivindicación
angebot	oferta
auftreten	ocurrir
auftreten	ocurrencia
zweifel	dudas
reine	pura
reine	puro
produzent	productor
lager	campamento
beck	beck
historisch	históricamente
historisch	histórico
niederländischen	neerlandés
jones	jones
zentralen	centrales
blue	blue
umgeben	rodeado
umgeben	rodear
kat	kat
net	net
wirkt	actúa
hitler	hitler
mögliche	posible
mögliche	posibles
verstehe	entiendo
wiederholt	repite
wiederholt	repasado
geeignet	adecuado
tatsache	hecho
endet	finaliza
endet	termina
rainer	rainer
übernehmen	asumir
privaten	privado
brand	brand
brand	incendio
mathematiker	matemático
überarbeitet	rediseñado
überarbeitet	revisado
operation	operación
operation	cirugía
reden	hablar
reden	hablando
publikationen	publicaciones
eingebaut	instalado
studie	estudio
zusätzliche	adicional
schließen	cerrar
patienten	pacientes
patienten	paciente
bernd	bernd
vol	vol
alleine	solo
alleine	solos
alleine	sola
linke	izquierda
flucht	fuga
flucht	escape
abt	abad
maschinen	maquinaria
maschinen	máquinas
verbesserung	mejoramiento
verbesserung	mejora
erforderlich	necesario
erforderlich	requerido
michel	michel
vorkommen	ocurrencia
verboten	prohibido
erweiterung	ampliación
erweiterung	extensión
virginia	virginia
geschichten	historias
schuf	creó
modelle	modelos
brown	brown
rajon	raión
statistik	estadísticas
fälle	casos
weimar	weimar
abend	noche
anne	anne
erfahrungen	experiencia
erfahrungen	experiencias
stellvertretender	adjunto
nordöstlich	noreste
schwere	pesado
schwere	graves
schwere	pesados
schwere	gravedad
falle	trampa
eröffnete	abrió
türkischen	turco
grab	tumba
markus	markus
weber	weber
earl	earl
verbindet	eslabones
getötet	muertos
getötet	matado
samuel	samuel
deinen	tu
methoden	métodos
williams	williams
ukraine	ucrania
prix	prix
innere	interior
engagement	compromiso
mühle	molino
höher	mayor
rolf	rolf
verwendete	utilizó
rostock	rostock
bauern	campesinos
linz	linz
untergebracht	alojados
untergebracht	ubicado
funktioniert	funciona
festung	fortaleza
joe	joe
rumänien	rumanía
plätze	plazas
computer	computadora
computer	ordenador
grün	verde
marburg	marburg
east	east
marke	marca
sprich	habla
einleitung	introducción
nachrichten	noticias
kanal	canal
weibchen	hembra
werte	valores
ansprache	discurso
entlassen	despedido
entlassen	despedir
damen	señoras
damen	damas
weiss	weiss
weiss	blanco
sprach	habló
sprach	hablaba
moment	momento
zitat	cita
krankenhaus	hospital
publikum	público
publikum	publico
publikum	audiencia
dame	dama
diskutieren	discutir
ereignisse	eventos
ring	anillo
andré	andré
dynastie	dinastía
militär	militares
frühere	anteriores
stunde	hora
innsbruck	innsbruck
gesang	canto
existenz	existencia
braun	marrón
giovanni	giovanni
zählte	contaba
ziele	metas
ziele	objetivos
handelte	actuaba
handelte	actuó
bühne	escenario
anerkennung	reconocimiento
konflikt	conflicto
fahrzeug	vehículo
young	young
kandidaten	candidato
kandidaten	candidatos
gewalt	violencia
interessiert	interesados
interessiert	interesado
aktiven	activo
kleines	pequeño
hören	escuchar
einfache	simple
einfache	fácil
einfache	sencillo
passt	encaja
dokumentation	documentación
krone	corona
amerika	américa
japanische	japonés
format	formato
voll	lleno
voll	llena
voll	completo
anerkannt	reconocido
anerkannt	reconocida
front	frente
gewinn	ganancia
gewinn	ganancias
befördert	promovido
umgebaut	remodelado
umgebaut	reconstruido
frühe	temprana
frühe	temprano
frühe	tempranos
merkmale	características
abstand	distancia
ständig	constantemente
boston	boston
major	major
beschäftigte	asalariados
beschäftigte	empleados
stephan	stephan
jacob	jacob
erreichten	conseguida
bereit	listos
bereit	listo
bereit	lista
persönlichkeiten	personalidades
langer	langer
gesprochen	hablado
gesprochen	hablando
youtube	youtube
erzeugt	crea
erzeugt	generado
venedig	venecia
rollen	rodillos
rollen	roles
beteiligung	participación
alpen	alpes
logo	logo
logo	logotipo
creek	creek
trier	trier
träger	portadores
träger	portador
bands	bandas
madrid	madrid
militärische	militares
militärische	militar
barcelona	barcelona
reste	sobras
reste	restos
carolina	carolina
sekunden	segundos
episode	episodio
unterschiedlich	diferente
blätter	hojas
lokalen	local
lokalen	locales
siege	victorias
unserer	nuestro
ehren	señoría
volkszählung	censo
ton	sonido
scott	scott
dach	techo
lernte	aprendió
baureihe	variante
athen	atenas
besiedelt	pobladas
sucht	adicción
sucht	busca
bgcolor	bgcolor
basiert	basado
sitze	asientos
potsdam	potsdam
besucher	visitantes
mailand	milán
schritt	paso
eberhard	eberhard
arbeiter	trabajadores
arbeiter	obrero
arbeiter	obreros
militärischen	militares
militärischen	militar
real	real
sagte	dijo
kardinal	cardenal
führer	guía
geistlicher	sacerdote
oberfläche	superficie
analyse	análisis
falsche	falsa
falsche	falsos
organisiert	organizada
organisiert	organizados
organisiert	organizado
koch	cocinero
koch	koch
weiterleitung	redirección
weiterleitung	reenvío
ausstellungen	exposiciones
roger	roger
schlug	propuso
tempel	templo
bearbeitung	edición
wehrmacht	wehrmacht
nutzer	usuarios
nutzer	usuario
gedacht	pensado
vierte	cuarto
vierte	cuarta
erfahrung	experiencia
carlos	carlos
denken	pensamiento
denken	pensar
täglich	diario
breslau	wroclaw
abgelehnt	rechazado
abgelehnt	rechazada
umfang	circunferencia
laufen	correr
kern	núcleo
dörfer	aldeas
bill	bill
line	line
dom	catedral
dom	dom
kaufmann	comerciante
direkte	directo
direkte	directa
schließt	cierra
schließt	cerrando
brief	carta
ben	ben
ermöglichen	permitir
force	force
maximal	máximo
forum	foro
passiert	pase
passiert	pasa
fahren	conducir
physiker	físico
preise	precios
preise	tarifas
philosoph	filósofo
klassische	clásica
klassische	clásico
times	times
oliver	oliver
ensemble	ensemble
diplomat	diplomático
wissenschaftler	científico
wissenschaftler	científicos
